rpm,v_ms,thrust_N,torque_Nm
23000.0,116.480742,2.394000,0.191000
23000.0,120.642685,-0.002000,0.087000
24000.0,0.000000,29.738000,0.707000
24000.0,4.336288,29.695000,0.711000
24000.0,8.677046,29.678000,0.717000
24000.0,13.013334,29.692000,0.725000
24000.0,17.349622,29.736000,0.737000
24000.0,21.690381,29.809000,0.751000
24000.0,26.026669,29.908000,0.769000
24000.0,30.367427,30.027000,0.791000
24000.0,34.703715,30.157000,0.815000
24000.0,39.040003,30.285000,0.843000
24000.0,43.380762,30.395000,0.874000
24000.0,47.717050,30.464000,0.907000
24000.0,52.053338,30.463000,0.940000
24000.0,56.394096,30.357000,0.973000
24000.0,60.730384,30.100000,1.003000
24000.0,65.066672,29.641000,1.026000
24000.0,69.407430,28.920000,1.041000
24000.0,73.743718,27.884000,1.042000
24000.0,78.080006,26.512000,1.027000
24000.0,82.420765,24.827000,0.996000
24000.0,86.757053,22.874000,0.949000
24000.0,91.097811,20.706000,0.888000
24000.0,95.434099,18.372000,0.816000
24000.0,99.770387,15.910000,0.733000
24000.0,104.111146,13.352000,0.641000
24000.0,108.447434,10.724000,0.542000
24000.0,112.783722,8.050000,0.436000
24000.0,117.124480,5.355000,0.326000
24000.0,121.460768,2.663000,0.213000
24000.0,125.797056,-0.001000,0.099000
25000.0,0.000000,32.279000,0.774000
25000.0,4.515104,32.232000,0.778000
25000.0,9.025738,32.214000,0.784000
25000.0,13.540842,32.229000,0.793000
25000.0,18.055946,32.278000,0.805000
25000.0,22.566579,32.359000,0.821000
25000.0,27.081683,32.469000,0.840000
25000.0,31.596787,32.602000,0.863000
25000.0,36.111891,32.748000,0.890000
25000.0,40.622525,32.895000,0.920000
25000.0,45.137629,33.024000,0.953000
25000.0,49.652733,33.114000,0.989000
25000.0,54.163366,33.132000,1.025000
25000.0,58.678470,33.040000,1.061000
25000.0,63.193574,32.789000,1.094000
25000.0,67.704208,32.323000,1.121000
25000.0,72.219312,31.574000,1.137000
25000.0,76.734416,30.483000,1.139000
25000.0,81.249520,29.022000,1.124000
25000.0,85.760154,27.213000,1.091000
25000.0,90.275258,25.104000,1.041000
25000.0,94.790362,22.753000,0.975000
25000.0,99.300995,20.213000,0.896000
25000.0,103.816099,17.528000,0.806000
25000.0,108.331203,14.731000,0.706000
25000.0,112.841837,11.852000,0.597000
25000.0,117.356941,8.916000,0.482000
25000.0,121.872045,5.945000,0.362000
25000.0,126.387149,2.965000,0.239000
25000.0,130.897782,0.000000,0.118000
26000.0,0.000000,34.921000,0.846000
26000.0,4.689450,34.870000,0.850000
26000.0,9.378899,34.850000,0.857000
26000.0,14.068349,34.866000,0.867000
26000.0,18.757798,34.919000,0.880000
26000.0,23.447248,35.008000,0.897000
26000.0,28.136698,35.129000,0.917000
26000.0,32.826147,35.276000,0.942000
26000.0,37.515597,35.439000,0.971000
26000.0,42.205046,35.606000,1.004000
26000.0,46.894496,35.758000,1.040000
26000.0,51.583946,35.870000,1.078000
26000.0,56.273395,35.910000,1.118000
26000.0,60.962845,35.837000,1.157000
26000.0,65.652294,35.598000,1.193000
26000.0,70.341744,35.130000,1.222000
26000.0,75.031194,34.361000,1.241000
26000.0,79.720643,33.220000,1.244000
26000.0,84.410093,31.676000,1.229000
26000.0,89.099542,29.745000,1.193000
26000.0,93.788992,27.479000,1.139000
26000.0,98.478442,24.938000,1.068000
26000.0,103.167891,22.183000,0.983000
26000.0,107.857341,19.261000,0.884000
26000.0,112.546790,16.211000,0.775000
26000.0,117.236240,13.062000,0.657000
26000.0,121.925690,9.842000,0.532000
26000.0,126.615139,6.575000,0.403000
26000.0,131.304589,3.285000,0.273000
26000.0,135.994038,0.001000,0.146000
